Abstract ID,Presentation day,Poster number,Poster title,Primary,Secondary
1784,Wednesday ,W659,Encoding-retrieval similarity of neural correlates for vivid memories in young and older adults,Learning and Memory,Long-Term Memory (Episodic and Semantic)
1898,Wednesday ,W660,Association between Memory Aging and Changes in White Matter Networks,Learning and Memory,Long-Term Memory (Episodic and Semantic)
1921,Wednesday ,W661,An fMRI Investigation of Expectation Effects on Episodic Memory,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2002,Wednesday ,W662,Decoding narrative contents from fMRI responses by incorporating causally related previous events,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2166,Wednesday ,W663,Functional Brain Correlates of Emotional and Social Memory,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2201,Wednesday ,W664,Exploring the contribution of the default mode network to the integration of conceptual information,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2225,Wednesday ,W665,The medial temporal lobe's role in recognition memory: Neuroimaging and neuropsychological evidence,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2312,Wednesday ,W666,An ERP Investigation into the Effects of Masked Repetition Priming on Recognition Memory,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2494,Wednesday ,W667,Direct Comparison of Brain Activity Related to Semantic and Episodic Memory,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2616,Wednesday ,W668,Hippocampal sharp wave ripples linked to the content of visual episodic recollection in humans,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2642,Wednesday ,W669,Navigating a semantic space with a distance and a direction code in the human brain,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2668,Wednesday ,W670,"Neurochemical modulation in the anterior temporal lobe: a combined MRS, fMRI and TMS approach",Learning and Memory,Long-Term Memory (Episodic and Semantic)
2706,Wednesday ,W671,Durable memory using the method of loci is linked to efficient neural coding,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2818,Wednesday ,W672,Longitudinal measurement of brain networks related to adolescent development of memory abilities,Learning and Memory,Long-Term Memory (Episodic and Semantic)
2985,Wednesday ,W673,Locus coeruleus and parasympathetic network interactions revealed with fMRI at 7T during memory,Learning and Memory,Long-Term Memory (Episodic and Semantic)
3179,Wednesday ,W674,Viewing oneâ€™s body modulates hippocampal connectivity and neural predictors of episodic memory,Learning and Memory,Long-Term Memory (Episodic and Semantic)
3217,Wednesday ,W675,Our Inner-Speech Language interacts with Our Reality Tag in the Episodic Hippocampal System,Learning and Memory,Long-Term Memory (Episodic and Semantic)
3251,Wednesday ,W676,A lifespan approach to connectivity changes during associative encoding tasks.,Learning and Memory,Long-Term Memory (Episodic and Semantic)
3386,Wednesday ,W677,Behavioural and Neural evidence for Context Dependence theory in Retrieval Induced Forgetting,Learning and Memory,Long-Term Memory (Episodic and Semantic)
3676,Wednesday ,W678,The precuneus constitutes a core structure in a neocortical visuo-spatial memory network,Learning and Memory,Long-Term Memory (Episodic and Semantic)
3831,Wednesday ,W679,Neural modulation of the Testing Effect via test-potentiated encoding with feedback,Learning and Memory,Long-Term Memory (Episodic and Semantic)
3858,Wednesday ,W680,Longitudinal Evidence for Reduced Hemispheric Encoding/Retrieval Asymmetry in Aging,Learning and Memory,Long-Term Memory (Episodic and Semantic)
3995,Wednesday ,W681,Age - related dynamic of episodic memory neural correlates evidence from a naturalistic memory task,Learning and Memory,Long-Term Memory (Episodic and Semantic)
4032,Wednesday ,W682,Dynamics of oscillatory activity in parietal cortex during memory-based decisions,Learning and Memory,Long-Term Memory (Episodic and Semantic)
4073,Wednesday ,W683,The role of the medial temporal lobe in context-dependent memory retrieval,Learning and Memory,Long-Term Memory (Episodic and Semantic)
4128,Wednesday ,W684,Immediate and Long-Term Impact of Focused Attention: An fMRI study,Learning and Memory,Long-Term Memory (Episodic and Semantic)
4274,Wednesday ,W685,Distinct oscillatory iEEG patterns predict episodic odor memory richness at encoding and retrieval,Learning and Memory,Long-Term Memory (Episodic and Semantic)
4478,Wednesday ,W686,Common recognition memory effects across stimuli encoded via attention search and capture.,Learning and Memory,Long-Term Memory (Episodic and Semantic)
4719,Wednesday ,W687,Brain activity during unconstrained future and past thinking and its modulation by TMS.,Learning and Memory,Long-Term Memory (Episodic and Semantic)
1181,Wednesday ,W688,Functional and structural plasticity in one hour: a neurofeedback by fMRI study,Learning and Memory,Neural Plasticity and Recovery of Function
1386,Wednesday ,W689,The deaf graph: Structural brain networking in auditory deprivation.,Learning and Memory,Neural Plasticity and Recovery of Function
1600,Wednesday ,W690,Enhancing Declarative Memory in Older Adults Via Image-Guided Excitatory Theta Burst TMS,Learning and Memory,Neural Plasticity and Recovery of Function
1709,Wednesday ,W691,Pulses of spontaneous activity drive functional connectivity changes in disused brain networks,Learning and Memory,Neural Plasticity and Recovery of Function
1848,Wednesday ,W692,Abacus Training-induced Reallocation of Sustained and Transient Activity in frontal-parietal network,Learning and Memory,Neural Plasticity and Recovery of Function
2373,Wednesday ,W693,Detection of Motor Learning Related Neuroplasticity through fMRI monitoring.,Learning and Memory,Neural Plasticity and Recovery of Function
2413,Wednesday ,W694,Rapid brain microstructural changes during visuomotor adaptation,Learning and Memory,Neural Plasticity and Recovery of Function
2497,Wednesday ,W695,Modulation of neural activity patterns and functional network properties for motor imagery,Learning and Memory,Neural Plasticity and Recovery of Function
2566,Wednesday ,W696,Brain activity in input-deprived visual cortex in glaucoma â€“ (no) fMRI-evidence of plasticity?,Learning and Memory,Neural Plasticity and Recovery of Function
2684,Wednesday ,W697,Reversible hippocampal & white matter damage reveal neuroplastic recovery from NMDAR encephalitis,Learning and Memory,Neural Plasticity and Recovery of Function
2772,Wednesday ,W698,Properties of language recruitment in the congenitally deprived visual network,Learning and Memory,Neural Plasticity and Recovery of Function
2849,Wednesday ,W699,Changes in functional connectivity induced by a long-term working memory training,Learning and Memory,Neural Plasticity and Recovery of Function
2920,Wednesday ,W700,Hippocampal change during memory training predicts memory function after 3 years in older adultsÂ¸,Learning and Memory,Neural Plasticity and Recovery of Function
3013,Wednesday ,W701,Stroke induced damage leads to localized de-differentiation of neural representations.,Learning and Memory,Neural Plasticity and Recovery of Function
3548,Wednesday ,W702,Pregnancy and adolescence entail similar neuroanatomical adaptations,Learning and Memory,Neural Plasticity and Recovery of Function
3596,Wednesday ,W703,Effects of second language learning on the plastic aging brain: connectivity and cognition changes,Learning and Memory,Neural Plasticity and Recovery of Function
3862,Wednesday ,W704,Real-time fMRI neurofeedback training for chronic tinnitus (NeuroTin),Learning and Memory,Neural Plasticity and Recovery of Function
4142,Wednesday ,W705,Compensatory plasticity within the language networks in Aphasia,Learning and Memory,Neural Plasticity and Recovery of Function
4145,Wednesday ,W706,Neuroplasticity related to immobilization and virtual reality training,Learning and Memory,Neural Plasticity and Recovery of Function
4532,Wednesday ,W707,Imaging mechanisms of brain plasticity underlying the early stages of functional recovery in MS,Learning and Memory,Neural Plasticity and Recovery of Function
4590,Wednesday ,W708,Reorganization in cerebral and cerebellar cortices is not restricted by somatotopy,Learning and Memory,Neural Plasticity and Recovery of Function
4715,Wednesday ,W709,Radical reorganization of brain networks supports typical development following bilateral perinatal,Learning and Memory,Neural Plasticity and Recovery of Function
4859,Wednesday ,W710,Peripherally representing portions of V1 are more efficient with long-term use of peripheral vision,Learning and Memory,Neural Plasticity and Recovery of Function
5034,Wednesday ,W711,AMC Training-induced Structural Plasticity in Hippocampus Predicts Long-term Gains in Math Ability,Learning and Memory,Neural Plasticity and Recovery of Function
1256,Wednesday ,W712,Variation of Sensorimotor Cortex Activity during Motor Practice Facilitates the Skill Retention,Learning and Memory,Skill Learning
1526,Wednesday ,W713,Cerebellar tDCS enhances motor learning through altered striatal-cerebellar connectivity,Learning and Memory,Skill Learning
2490,Wednesday ,W714,The neural correlates of Programming language,Learning and Memory,Skill Learning
3267,Wednesday ,W715,GM longitudinal changes during training to tap in synchrony to a metronome in the Rhesus monkey,Learning and Memory,Skill Learning
3342,Wednesday ,W716,Effects of Motor Learning and tDCS on Sensorimotor GABA Levels in Older Adults,Learning and Memory,Skill Learning
3428,Wednesday ,W717,Highly dynamic changes of white matter microstructure indices after three-weeks unicycling training,Learning and Memory,Skill Learning
3900,Wednesday ,W718,Lateralized pattern of functional efficiency in early and late visuomotor sequence learning,Learning and Memory,Skill Learning
4131,Wednesday ,W719,The Role of fMRI-Neurofeedback and Strategy in Regulating the Amygdala,Learning and Memory,Skill Learning
4223,Wednesday ,W720,Adopting relevant concepts in computer programming,Learning and Memory,Skill Learning
4469,Wednesday ,W721,White matter tract changes following voice treatment in patients with hypokinetic dysarthria,Learning and Memory,Skill Learning
4672,Wednesday ,W722,EEG correlates of motor adaptation in stroke,Learning and Memory,Skill Learning
1782,Wednesday ,W723,Working memory task anticipation and task performance in depressed individuals and healthy controls,Learning and Memory,Working Memory 
1864,Wednesday ,W724,Aberrant organization of working memory network in 7.5-year-old children born extremely preterm,Learning and Memory,Working Memory 
1894,Wednesday ,W725,Neural Correlates for Temporal Context in Verbal Working Memory: A Neuropsychological Study,Learning and Memory,Working Memory 
1920,Wednesday ,W726,Interactions between bottom-up and top-down attention during working memory encoding: a fMRI study,Learning and Memory,Working Memory 
2146,Wednesday ,W727,Theta and alpha oscillatory activity reflect early working memory impairments in Multiple Sclerosis,Learning and Memory,Working Memory 
2179,Wednesday ,W728,Theta:Gamma Phase Coupling Is Associated with the Fidelity of Mental Templates in Visual Perception,Learning and Memory,Working Memory 
2228,Wednesday ,W729,The Effects of Adaptive Visual-spatial Span Training,Learning and Memory,Working Memory 
2316,Wednesday ,W730,Persistent hippocampal neural firing and hippocampal-cortical coupling predict working memory load,Learning and Memory,Working Memory 
2508,Wednesday ,W731,Neural Correlates of Improved Working Memory by Volitional Breathing,Learning and Memory,Working Memory 
2741,Wednesday ,W732,Cross-task Evidence for Language Recruiting an Episodic Buffer located in the Visual Word Form Area,Learning and Memory,Working Memory 
2775,Wednesday ,W733,Sustained and transient gray matter volume changes after n-back training,Learning and Memory,Working Memory 
3176,Wednesday ,W734,Layer-dependent activity in human prefrontal cortex during working memory,Learning and Memory,Working Memory 
3315,Wednesday ,W735,Does brain functional connectome predict working memory of children?,Learning and Memory,Working Memory 
3347,Wednesday ,W736,Working memory load-dependent changes in brain activity during the N-back task,Learning and Memory,Working Memory 
3379,Wednesday ,W737,Dissociating the causal roles of frontal and parietal cortex in working memory: A Registered Report,Learning and Memory,Working Memory 
3424,Wednesday ,W738,Representations of position in spatial working memory,Learning and Memory,Working Memory 
3505,Wednesday ,W739,Extracting functional network structures using low-rank matrix factorization-based matrix clustering,Learning and Memory,Working Memory 
3524,Wednesday ,W740,Retrospective Searching for Feature Binding from within Visual Working Memory Representations,Learning and Memory,Working Memory 
3579,Wednesday ,W741,"MEMAT, a new paradigm to study MEmory and ATtention processes during sound sequence encoding",Learning and Memory,Working Memory 
3692,Wednesday ,W742,Functional reorganization for visuo-spatial working memory in the STC of deaf individuals,Learning and Memory,Working Memory 
3876,Wednesday ,W743,Fronto-parietal effective connectivity during performance calibrated working memory,Learning and Memory,Working Memory 
3904,Wednesday ,W744,Early competition of bottom-up and top-down attention during working memory encoding: an MEG study,Learning and Memory,Working Memory 
3906,Wednesday ,W745,Neural coding of sentence-level syntax and prosody â€“ an ECoG study,Learning and Memory,Working Memory 
